App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Super Dungeon Explore,Strategy,3.40657,2507,120,2507,Strategy,2011,Strategy,Strategy,2,6,10,1502
Good Cop Bad Cop,Party,3.32849,2863,20,2863,Party,2014,Party,Party,4,8,12,1503
Quests of Valeria,Strategy,3.5307,1529,45,1529,Strategy,2017,Strategy,Strategy,1,5,14,1504
Mamma Mia!,Family,3.23712,5578,30,5578,Family,1998,Family,Family,2,5,10,1505
Pastiche,Family,3.41978,1968,60,1968,Family,2011,Family,Family,2,4,10,1506
Dr. Eureka,Family,3.31996,2934,15,2934,Family,2015,Family,Family,2,4,8,1507
Pictomania (Second Edition),Party,3.811785,813,40,813,Party,2018,Party,Party,3,6,8,1508
Field Commander: Napoleon,Uncategorized,3.859875,818,180,818,Uncategorized,2011,Uncategorized,Uncategorized,1,1,12,1509
Fighting Formations: Grossdeutschland Motorized Infantry Division,Uncategorized,3.816395,865,180,865,Uncategorized,2011,Uncategorized,Uncategorized,2,2,0,1510
Caylus 1303,Strategy,3.88023,754,90,754,Strategy,2019,Strategy,Strategy,2,5,10,1511
Human Punishment: Social Deduction 2.0,Party,3.980485,1125,90,1125,Party,2018,Party,Party,4,16,10,1512
Palastgeflüster,Family,3.392025,2134,45,2134,Family,2007,Family,Family,3,5,10,1513
Space Cadets,Thematic,3.303975,3162,120,3162,Thematic,2012,Thematic,Thematic,3,6,8,1514
HeroQuest Advanced Quest,Thematic,3.65656,1399,90,1399,Thematic,1990,Thematic,Thematic,2,5,10,1515
Nētā-Tanka: Deluxe Edition,Strategy,3.660725,1083,90,1083,Strategy,2019,Strategy,Strategy,1,5,14,1516
World War II: Barbarossa to Berlin,Uncategorized,3.648215,1148,420,1148,Uncategorized,2002,Uncategorized,Uncategorized,2,2,14,1517
Clinic: Deluxe Edition,Strategy,3.96588,695,150,695,Strategy,2019,Strategy,Strategy,1,4,14,1518
City of Horror,Thematic,3.35332,2781,90,2781,Thematic,2012,Thematic,Thematic,3,6,13,1519
1862: Railway Mania in the Eastern Counties,Strategy,4.18005,531,300,531,Strategy,2013,Strategy,Strategy,1,8,14,1520
Flatline,Strategy,3.6218,1118,45,1118,Strategy,2017,Strategy,Strategy,1,5,10,1521
The Flow of History,Strategy,3.42564,1830,90,1830,Strategy,2016,Strategy,Strategy,2,5,12,1522
Wings of War: Deluxe Set,Thematic,3.62992,1121,45,1121,Thematic,2007,Thematic,Thematic,2,4,0,1523
Qin,Family,3.410295,2083,30,2083,Family,2012,Family,Family,2,4,8,1524
Mafia de Cuba,Party,3.29124,3418,20,3418,Party,2015,Party,Party,6,12,10,1525
Snake Oil,Party,3.35353,2586,30,2586,Party,2010,Party,Party,3,10,10,1526
"Run, Fight, or Die!",Thematic,3.46467,1742,40,1742,Thematic,2014,Thematic,Thematic,1,4,13,1527
You're Bluffing!,Family,3.29801,3533,45,3533,Family,1985,Family,Family,3,5,10,1528
CuBirds,Family,3.57109,1317,20,1317,Family,2018,Family,Family,2,5,8,1529
Rum & Bones,Thematic,3.494735,1616,60,1616,Thematic,2015,Thematic,Thematic,2,6,14,1530
The Ark of the Covenant,Family,3.489705,1491,30,1491,Family,2003,Family,Family,2,5,8,1531
Lifeboats,Strategy,3.29214,3389,90,3389,Strategy,1993,Strategy,Strategy,3,6,12,1532
Key Flow,Uncategorized,3.73652,866,75,866,Uncategorized,2018,Uncategorized,Uncategorized,2,6,14,1533
1870: Railroading across the Trans Mississippi from 1870,Strategy,3.72216,928,360,928,Strategy,1992,Strategy,Strategy,2,6,14,1534
Wildlife Safari,Family,3.318345,2774,30,2774,Family,1994,Family,Family,2,5,7,1535
Sails of Glory,Uncategorized,3.77342,962,45,962,Uncategorized,2013,Uncategorized,Uncategorized,2,4,13,1536
Startups,Uncategorized,3.539675,1328,20,1328,Uncategorized,2017,Uncategorized,Uncategorized,3,7,10,1537
Trapwords,Party,3.53077,1384,45,1384,Party,2018,Party,Party,4,8,8,1538
Nagaraja,Uncategorized,3.64726,1071,30,1071,Uncategorized,2019,Uncategorized,Uncategorized,2,2,9,1539
Werewolf,Party,3.2725,4284,60,4284,Party,1986,Party,Party,8,24,8,1540
Founders of Gloomhaven,Strategy,3.387705,2287,120,2287,Strategy,2018,Strategy,Strategy,1,4,12,1541
Oltre Mare,Strategy,3.3289,2678,60,2678,Strategy,2004,Strategy,Strategy,2,5,12,1542
Isla Dorada,Family,3.362375,2374,60,2374,Family,2010,Family,Family,3,6,10,1543
Yunnan,Strategy,3.569865,1235,90,1235,Strategy,2013,Strategy,Strategy,2,5,12,1544
Pyramid of Pengqueen,Family,3.448815,1650,45,1650,Family,2008,Family,Family,2,5,8,1545
Pendragon: The Fall of Roman Britain,Uncategorized,3.997535,679,360,679,Uncategorized,2017,Uncategorized,Uncategorized,1,4,12,1546
Memoarrr!,Family,3.485175,1530,20,1530,Family,2017,Family,Family,2,4,8,1547
BattleCON: Fate of Indines,Strategy,3.993075,660,60,660,Strategy,2015,Strategy,Strategy,2,2,10,1548
BattleTech Introductory Box Set,Thematic,3.82335,860,120,860,Thematic,2002,Thematic,Thematic,2,6,14,1549
Mall of Horror,Thematic,3.31852,2893,60,2893,Thematic,2005,Thematic,Thematic,3,6,14,1550
Alea Iacta Est,Strategy,3.317325,2638,60,2638,Strategy,2009,Strategy,Strategy,2,5,9,1551
Monolith Arena,Strategy,3.89103,744,45,744,Strategy,2018,Strategy,Strategy,2,4,10,1552
Victory in the Pacific,Uncategorized,3.602625,1179,300,1179,Uncategorized,1977,Uncategorized,Uncategorized,2,2,12,1553
Campaign Manager 2008,Strategy,3.33159,2555,45,2555,Strategy,2009,Strategy,Strategy,2,2,13,1554
Il Vecchio,Strategy,3.46492,1506,60,1506,Strategy,2012,Strategy,Strategy,2,4,10,1555
League of Six,Strategy,3.40272,1859,120,1859,Strategy,2007,Strategy,Strategy,3,5,12,1556
The Dresden Files Cooperative Card Game,Thematic,3.545555,1436,30,1436,Thematic,2017,Thematic,Thematic,1,5,13,1557
20th Century,Strategy,3.434325,1663,120,1663,Strategy,2010,Strategy,Strategy,3,5,13,1558
Tempel des Schreckens,Party,3.552955,1299,15,1299,Party,2016,Party,Party,3,10,8,1559
Cytosis: A Cell Biology Board Game,Strategy,3.55652,1414,90,1414,Strategy,2017,Strategy,Strategy,2,5,10,1560
FITS,Family,3.29369,3036,45,3036,Family,2009,Family,Family,1,4,8,1561
LYNGK,Abstract,3.80672,808,60,808,Abstract,2017,Abstract,Abstract,2,2,13,1562
Axis & Allies: 1942,Uncategorized,3.46675,2197,240,2197,Uncategorized,2009,Uncategorized,Uncategorized,2,5,12,1563
Euchre,Family,3.390235,2146,45,2146,Family,1848,Family,Family,2,7,8,1564
Wings of War: Burning Drachens,Thematic,3.567195,1305,20,1305,Thematic,2005,Thematic,Thematic,1,2,10,1565
Atlantic Star,Strategy,3.43318,1735,60,1735,Strategy,2001,Strategy,Strategy,2,6,10,1566
Reykholt,Strategy,3.403505,1968,60,1968,Strategy,2018,Strategy,Strategy,1,4,12,1567
Ishtar: Gardens of Babylon,Strategy,3.57547,1222,45,1222,Strategy,2019,Strategy,Strategy,2,4,14,1568
Time of Legends: Joan of Arc,Thematic,4.15407,925,90,925,Thematic,2019,Thematic,Thematic,2,4,14,1569
Once Upon a Time: The Storytelling Card Game,Family,3.20945,7878,30,7878,Family,1993,Family,Family,2,6,8,1570
City of Iron: Second Edition,Strategy,3.662275,1003,120,1003,Strategy,2016,Strategy,Strategy,2,4,13,1571
Copycat,Strategy,3.37453,2072,95,2072,Strategy,2012,Strategy,Strategy,2,4,12,1572
Dragonwood,Family,3.38296,2523,20,2523,Family,2015,Family,Family,2,4,8,1573
Cube Quest,Family,3.41896,1829,15,1829,Family,2013,Family,Family,2,2,8,1574
Urban Sprawl,Strategy,3.38701,1933,180,1933,Strategy,2011,Strategy,Strategy,2,4,12,1575
Bob Ross: Art of Chill Game,Family,3.453935,1766,30,1766,Family,2017,Family,Family,2,4,12,1576
DungeonQuest (Third Edition),Thematic,3.32016,3118,90,3118,Thematic,2010,Thematic,Thematic,1,4,13,1577
"Colonial Twilight: The French-Algerian War, 1954-62",Uncategorized,3.924195,700,300,700,Uncategorized,2017,Uncategorized,Uncategorized,1,2,12,1578
Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,Party,3.27005,5312,30,5312,Party,2012,Party,Party,2,6,15,1579
Labyrinth,Family,3.200325,9909,20,9909,Family,1986,Family,Family,2,4,8,1580
Time's Up! Edición Amarilla,Party,3.723245,890,30,890,Party,2008,Party,Party,4,12,0,1581
Here I Stand (500th Anniversary Reprint Edition),Uncategorized,4.30825,468,360,468,Uncategorized,2017,Uncategorized,Uncategorized,2,6,14,1582
Funkenschlag,Strategy,3.781635,824,180,824,Strategy,2001,Strategy,Strategy,2,6,12,1583
Mythotopia,Strategy,3.438655,1664,120,1664,Strategy,2014,Strategy,Strategy,2,4,13,1584
Kepler-3042,Strategy,3.70114,960,90,960,Strategy,2016,Strategy,Strategy,1,4,14,1585
Android: Infiltration,Thematic,3.277355,3505,45,3505,Thematic,2012,Thematic,Thematic,2,6,14,1586
City of Spies: Estoril 1942,Strategy,3.537625,1298,60,1298,Strategy,2015,Strategy,Strategy,2,4,10,1587
Bottom of the 9th,Thematic,3.419105,1879,20,1879,Thematic,2015,Thematic,Thematic,1,2,13,1588
Ardennes '44: The Battle of the Bulge,Uncategorized,4.012075,630,360,630,Uncategorized,2003,Uncategorized,Uncategorized,2,2,12,1589
Magnum Sal,Strategy,3.499015,1423,120,1423,Strategy,2010,Strategy,Strategy,2,4,10,1590
The Ravens of Thri Sahashri,Thematic,3.608765,1082,45,1082,Thematic,2013,Thematic,Thematic,2,2,12,1591
DungeonQuest,Thematic,3.353945,2592,60,2592,Thematic,1985,Thematic,Thematic,1,4,10,1592
Terra,Family,3.40635,1831,60,1831,Family,2014,Family,Family,2,6,10,1593
Sylla,Strategy,3.37374,2003,90,2003,Strategy,2008,Strategy,Strategy,3,4,12,1594
Glüx,Abstract,3.57155,1163,45,1163,Abstract,2016,Abstract,Abstract,2,4,8,1595
Citrus,Strategy,3.55284,1203,60,1203,Strategy,2013,Strategy,Strategy,2,5,10,1596
Horse Fever,Strategy,3.4915,1512,90,1512,Strategy,2009,Strategy,Strategy,2,6,10,1597
Valdora,Family,3.406235,1876,60,1876,Family,2009,Family,Family,3,5,10,1598
Gaslands: Post-Apocalyptic Vehicular Combat,Thematic,4.10607,620,90,620,Thematic,2017,Thematic,Thematic,2,8,11,1599
Ribbit,Family,3.38191,2154,20,2154,Family,2004,Family,Family,2,5,5,1600
Police Precinct,Thematic,3.46367,1586,90,1586,Thematic,2013,Thematic,Thematic,1,6,13,1601
Panic on Wall Street!,Party,3.50338,1369,30,1369,Party,2011,Party,Party,3,11,8,1602
Ultimate Werewolf: Deluxe Edition,Party,3.56348,1494,30,1494,Party,2014,Party,Party,5,75,8,1603
New Amsterdam,Strategy,3.53862,1239,90,1239,Strategy,2012,Strategy,Strategy,2,5,12,1604
Abalone Classic,Abstract,3.22584,6050,30,6050,Abstract,1987,Abstract,Abstract,2,2,7,1605
Timeline Challenge,Family,3.53223,1256,30,1256,Family,2015,Family,Family,2,10,10,1606
Frostgrave,Thematic,4.0833,679,120,679,Thematic,2015,Thematic,Thematic,2,8,12,1607
Samarkand: Routes to Riches,Strategy,3.445635,1582,45,1582,Strategy,2010,Strategy,Strategy,2,5,8,1608
Subbuteo,Family,3.48702,1573,20,1573,Family,1947,Family,Family,2,2,6,1609
Razzia!,Strategy,3.40416,1769,45,1769,Strategy,2004,Strategy,Strategy,2,5,12,1610
Pit,Family,3.193875,8042,90,8042,Family,1903,Family,Family,3,8,7,1611
Nuns on the Run,Family,3.25718,3734,45,3734,Family,2010,Family,Family,2,8,10,1612
Iron Dragon,Strategy,3.496975,1550,240,1550,Strategy,1994,Strategy,Strategy,2,6,12,1613
Oasis,Strategy,3.358185,2147,60,2147,Strategy,2004,Strategy,Strategy,3,5,10,1614
Strike,Family,3.39466,1912,15,1912,Family,2012,Family,Family,2,5,8,1615
XenoShyft: Dreadmire,Uncategorized,3.672255,986,60,986,Uncategorized,2017,Uncategorized,Uncategorized,1,4,14,1616
The Ancient World (Second Edition),Uncategorized,3.842795,719,90,719,Uncategorized,2019,Uncategorized,Uncategorized,2,4,13,1617
Mage Wars Academy,Uncategorized,3.627765,1061,30,1061,Uncategorized,2015,Uncategorized,Uncategorized,2,2,14,1618
Exit: The Game – The Catacombs of Horror,Uncategorized,3.74806,814,240,814,Uncategorized,2018,Uncategorized,Uncategorized,1,4,16,1619
Age of War,Family,3.220975,6096,30,6096,Family,2014,Family,Family,2,6,14,1620
1944: Race to the Rhine,Strategy,3.6313,1060,90,1060,Strategy,2014,Strategy,Strategy,1,3,14,1621
Take it Easy!,Family,3.31143,2665,20,2665,Family,1983,Family,Family,1,8,10,1622
Shadowrift,Thematic,3.62177,1098,120,1098,Thematic,2012,Thematic,Thematic,1,6,14,1623
Dungeon Degenerates: Hand of Doom,Thematic,4.159005,699,360,699,Thematic,2017,Thematic,Thematic,1,4,10,1624
Inkognito,Family,3.294805,2955,90,2955,Family,1988,Family,Family,3,5,10,1625
"Edel, Stein & Reich",Strategy,3.45898,1474,60,1474,Strategy,2003,Strategy,Strategy,3,5,9,1626
Keltis,Family,3.21067,5455,30,5455,Family,2008,Family,Family,2,4,10,1627
Ta Yü,Abstract,3.478665,1441,45,1441,Abstract,1999,Abstract,Abstract,2,4,10,1628
Rummikub,Family,3.18277,12151,60,12151,Family,1977,Family,Family,2,4,8,1629
The Adventurers: The Pyramid of Horus,Family,3.39719,1897,45,1897,Family,2011,Family,Family,2,6,13,1630
The Builders: Middle Ages,Family,3.253595,3775,30,3775,Family,2013,Family,Family,2,4,10,1631
Risk Europe,Uncategorized,3.760145,1000,180,1000,Uncategorized,2015,Uncategorized,Uncategorized,2,4,14,1632
Cinque Terre,Strategy,3.522925,1264,60,1264,Strategy,2013,Strategy,Strategy,2,5,13,1633
Dragonheart,Family,3.27689,3125,30,3125,Family,2010,Family,Family,2,2,13,1634
The Rise of Queensdale,Strategy,3.774815,813,60,813,Strategy,2018,Strategy,Strategy,2,4,12,1635
Carnival of Monsters,Family,3.65985,1044,45,1044,Family,2019,Family,Family,2,5,12,1636
Around the World in 80 Days,Family,3.290405,3008,70,3008,Family,2004,Family,Family,2,6,10,1637
Nautilion,Strategy,3.644465,989,30,989,Strategy,2016,Strategy,Strategy,1,2,10,1638
1860: Railways on the Isle of Wight,Strategy,3.973655,574,240,574,Strategy,2004,Strategy,Strategy,2,4,13,1639
Long Shot,Family,3.361335,2066,60,2066,Family,2009,Family,Family,3,8,10,1640
Crusader Rex,Uncategorized,3.58103,1120,180,1120,Uncategorized,2005,Uncategorized,Uncategorized,2,2,12,1641
OddVille,Strategy,3.404725,1788,60,1788,Strategy,2012,Strategy,Strategy,2,4,10,1642
Conquest of Planet Earth: The Space Alien Game,Thematic,3.4465,1586,90,1586,Thematic,2010,Thematic,Thematic,1,4,12,1643
Spades,Family,3.37534,2001,60,2001,Family,1938,Family,Family,4,4,10,1644
Tanto Cuore,Strategy,3.437775,1847,45,1847,Strategy,2009,Strategy,Strategy,2,4,13,1645
Bios: Genesis,Thematic,3.601565,1116,120,1116,Thematic,2016,Thematic,Thematic,1,4,12,1646
Lockup: A Roll Player Tale,Uncategorized,3.7178,863,90,863,Uncategorized,2019,Uncategorized,Uncategorized,1,5,10,1647
The Napoleonic Wars (Second Edition),Uncategorized,3.729115,858,240,858,Uncategorized,2008,Uncategorized,Uncategorized,2,5,0,1648
Days of Ire: Budapest 1956,Strategy,3.69921,902,90,902,Strategy,2016,Strategy,Strategy,1,4,10,1649
Campy Creatures,Family,3.55429,1280,30,1280,Family,2017,Family,Family,2,5,10,1650
Petrichor,Strategy,3.50928,1374,80,1374,Strategy,2018,Strategy,Strategy,1,4,14,1651
Alien Artifacts,Strategy,3.356655,2139,60,2139,Strategy,2017,Strategy,Strategy,2,5,10,1652
Dynasties: Heirate & Herrsche,Strategy,3.62162,982,90,982,Strategy,2016,Strategy,Strategy,3,5,12,1653
Nightfall,Strategy,3.25078,3773,45,3773,Strategy,2011,Strategy,Strategy,2,5,12,1654
Bonaparte at Marengo,Uncategorized,3.69891,864,120,864,Uncategorized,2005,Uncategorized,Uncategorized,2,2,12,1655
Circus Flohcati,Family,3.31478,2486,15,2486,Family,1998,Family,Family,2,5,6,1656
Lost Legacy: The Starship,Family,3.31586,2474,10,2474,Family,2014,Family,Family,2,4,10,1657
5-Minute Marvel,Family,3.48812,1427,5,1427,Family,2018,Family,Family,2,5,8,1658
Hands in the Sea,Uncategorized,3.960435,601,120,601,Uncategorized,2016,Uncategorized,Uncategorized,2,2,14,1659
Trails of Tucana,Family,3.71826,822,15,822,Family,2019,Family,Family,1,8,8,1660
Ascension: Darkness Unleashed,Strategy,3.728845,862,30,862,Strategy,2013,Strategy,Strategy,1,2,13,1661
Black Sonata,Strategy,3.764945,815,30,815,Strategy,2017,Strategy,Strategy,1,1,12,1662
Thunder & Lightning,Strategy,3.622825,990,40,990,Strategy,2016,Strategy,Strategy,2,2,13,1663
Richard III: The Wars of the Roses,Uncategorized,3.70009,870,120,870,Uncategorized,2009,Uncategorized,Uncategorized,2,2,12,1664
Kingsport Festival,Strategy,3.37106,2012,90,2012,Strategy,2014,Strategy,Strategy,3,5,12,1665
Gingerbread House,Family,3.514315,1261,30,1261,Family,2018,Family,Family,2,4,8,1666
Codenames: Deep Undercover,Party,3.318385,2526,15,2526,Party,2016,Party,Party,4,8,18,1667
Escape from Colditz,Thematic,3.326455,2901,180,2901,Thematic,1973,Thematic,Thematic,2,6,12,1668
Jórvík,Strategy,3.43996,1705,90,1705,Strategy,2016,Strategy,Strategy,2,5,10,1669
Imaginarium,Strategy,3.5915,1131,90,1131,Strategy,2018,Strategy,Strategy,2,5,14,1670
Custom Heroes,Family,3.438295,1576,45,1576,Family,2017,Family,Family,2,6,14,1671
Conquest of Paradise,Strategy,3.472625,1391,90,1391,Strategy,2007,Strategy,Strategy,1,4,12,1672
Lords of Scotland,Strategy,3.395525,1795,35,1795,Strategy,2010,Strategy,Strategy,2,5,12,1673
Fortress America,Thematic,3.35113,2347,180,2347,Thematic,1986,Thematic,Thematic,2,4,12,1674
Greed,Strategy,3.347205,2061,30,2061,Strategy,2014,Strategy,Strategy,2,5,10,1675
El Capitán,Strategy,3.389665,1732,75,1732,Strategy,2007,Strategy,Strategy,2,5,10,1676
Code 777,Family,3.366,1900,60,1900,Family,1985,Family,Family,2,5,10,1677
Chronicle,Strategy,3.40738,1700,30,1700,Strategy,2009,Strategy,Strategy,3,6,12,1678
1817,Strategy,4.38411,397,540,397,Strategy,2010,Strategy,Strategy,3,7,16,1679
Assyria,Strategy,3.430105,1550,90,1550,Strategy,2009,Strategy,Strategy,2,4,12,1680
Tussie Mussie,Family,3.58306,1127,30,1127,Family,2019,Family,Family,2,4,8,1681
Helios,Strategy,3.39169,1684,60,1684,Strategy,2014,Strategy,Strategy,2,4,10,1682
Unmatched: Robin Hood vs. Bigfoot,Uncategorized,4.154135,537,20,537,Uncategorized,2019,Uncategorized,Uncategorized,2,2,9,1683
Chicken Cha Cha Cha,Family,3.292915,2716,20,2716,Family,1997,Family,Family,2,4,4,1684
A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,Thematic,4.128205,665,60,665,Thematic,2018,Thematic,Thematic,2,2,14,1685
Dawn of the Zeds (Second edition),Thematic,3.9343,624,90,624,Thematic,2013,Thematic,Thematic,1,1,13,1686
The End of the Triumvirate,Strategy,3.40618,1582,90,1582,Strategy,2005,Strategy,Strategy,2,3,10,1687
Powerboats,Strategy,3.35988,1832,60,1832,Strategy,2008,Strategy,Strategy,2,6,9,1688
Pente,Abstract,3.321015,2683,30,2683,Abstract,1977,Abstract,Abstract,2,2,8,1689
EastFront: The War in Russia 1941-45 – Second Edition,Uncategorized,4.051705,552,240,552,Uncategorized,2006,Uncategorized,Uncategorized,2,2,12,1690
Warhammer Quest: Silver Tower,Thematic,3.75459,1041,120,1041,Thematic,2016,Thematic,Thematic,2,4,14,1691
Age of Conan: The Strategy Board Game,Strategy,3.328805,2467,90,2467,Strategy,2009,Strategy,Strategy,2,4,12,1692
Gloom,Thematic,3.172005,13117,60,13117,Thematic,2005,Thematic,Thematic,2,4,13,1693
Constantinopolis,Strategy,3.448655,1468,90,1468,Strategy,2010,Strategy,Strategy,2,5,12,1694
Spring Meadow,Family,3.5822,1029,60,1029,Family,2018,Family,Family,1,4,10,1695
Crypt,Strategy,3.42588,1886,35,1886,Strategy,2018,Strategy,Strategy,1,4,14,1696
Blockers!,Abstract,3.34818,1898,40,1898,Abstract,2007,Abstract,Abstract,2,5,8,1697
Villa Paletti,Family,3.2277,3958,30,3958,Family,2001,Family,Family,2,4,8,1698
Deckscape: Test Time,Party,3.373995,1794,90,1794,Party,2017,Party,Party,1,6,12,1699
Illuminati (Second Edition),Strategy,3.24544,4769,180,4769,Strategy,1987,Strategy,Strategy,2,8,12,1700
Balderdash,Party,3.22131,5187,60,5187,Party,1984,Party,Party,2,6,12,1701
DungeonQuest Revised Edition,Thematic,3.544485,1288,60,1288,Thematic,2014,Thematic,Thematic,1,4,14,1702
L.L.A.M.A.,Family,3.2721,2992,20,2992,Family,2019,Family,Family,2,6,8,1703
Sorcerer,Strategy,3.942445,1034,90,1034,Strategy,2019,Strategy,Strategy,2,4,14,1704
Tower of Babel,Strategy,3.31439,2254,45,2254,Strategy,2005,Strategy,Strategy,3,5,10,1705
Bananagrams,Family,3.180065,8049,15,8049,Family,2006,Family,Family,1,8,7,1706
Avenue,Family,3.47329,1303,15,1303,Family,2016,Family,Family,1,10,8,1707
Guildhall: Job Faire,Uncategorized,3.578025,1010,45,1010,Uncategorized,2013,Uncategorized,Uncategorized,2,4,10,1708
Drako: Dragon & Dwarves,Thematic,3.344175,2142,30,2142,Thematic,2011,Thematic,Thematic,2,2,8,1709
Aerion,Strategy,3.80677,727,30,727,Strategy,2019,Strategy,Strategy,1,2,10,1710
Corinth,Family,3.41564,1627,30,1627,Family,2019,Family,Family,2,4,8,1711
Lost Valley,Strategy,3.37262,1751,60,1751,Strategy,2004,Strategy,Strategy,3,4,10,1712
Key Harvest,Strategy,3.38789,1655,90,1655,Strategy,2007,Strategy,Strategy,2,4,10,1713
To Court the King,Strategy,3.227965,3813,45,3813,Strategy,2006,Strategy,Strategy,2,5,10,1714
Safranito,Family,3.45437,1382,45,1382,Family,2010,Family,Family,2,4,10,1715
El Gaucho,Strategy,3.411685,1554,60,1554,Strategy,2014,Strategy,Strategy,2,4,10,1716
Terramara,Strategy,3.731285,825,120,825,Strategy,2019,Strategy,Strategy,2,4,12,1717
Rise and Decline of the Third Reich,Uncategorized,3.436925,1814,1440,1814,Uncategorized,1974,Uncategorized,Uncategorized,2,6,14,1718
Asante,Strategy,3.43652,1463,40,1463,Strategy,2013,Strategy,Strategy,2,2,10,1719
Dimension,Family,3.42537,1502,30,1502,Family,2014,Family,Family,1,4,8,1720
Carcassonne: Star Wars,Family,3.36434,1930,35,1930,Family,2015,Family,Family,2,5,7,1721
Verräter,Strategy,3.353675,1877,60,1877,Strategy,1998,Strategy,Strategy,3,4,12,1722
Lignum (Second Edition),Strategy,3.884465,616,120,616,Strategy,2017,Strategy,Strategy,2,4,12,1723
Dungeons & Dragons: Conquest of Nerath Board Game,Thematic,3.473965,1477,240,1477,Thematic,2011,Thematic,Thematic,2,4,12,1724
Mini Rails,Strategy,3.488205,1206,60,1206,Strategy,2017,Strategy,Strategy,3,5,13,1725
Waggle Dance,Strategy,3.502715,1201,90,1201,Strategy,2014,Strategy,Strategy,2,4,10,1726
March of the Ants,Strategy,3.60344,1044,70,1044,Strategy,2015,Strategy,Strategy,1,5,13,1727
Perry Rhodan: The Cosmic League,Strategy,3.383745,1617,30,1617,Strategy,2007,Strategy,Strategy,2,2,10,1728
Sobek,Family,3.349575,2001,40,2001,Family,2010,Family,Family,2,4,8,1729
Metro,Strategy,3.18643,5519,30,5519,Strategy,1997,Strategy,Strategy,2,6,8,1730
Tiny Epic Defenders (Second Edition),Strategy,3.62924,975,60,975,Strategy,2018,Strategy,Strategy,1,4,14,1731
Revolution: The Dutch Revolt 1568-1648,Strategy,3.655615,906,480,906,Strategy,2004,Strategy,Strategy,2,5,12,1732
Belratti,Party,3.6187,933,45,933,Party,2018,Party,Party,3,7,9,1733
King's Forge,Strategy,3.48537,1355,60,1355,Strategy,2014,Strategy,Strategy,2,4,14,1734
Happy Pigs,Strategy,3.427265,1471,45,1471,Strategy,2013,Strategy,Strategy,2,6,8,1735
Catan: Junior,Family,3.32288,2356,30,2356,Family,2011,Family,Family,2,4,6,1736
Ancient Terrible Things,Thematic,3.415255,1646,60,1646,Thematic,2014,Thematic,Thematic,2,4,14,1737
Seikatsu,Abstract,3.623095,1016,30,1016,Abstract,2017,Abstract,Abstract,1,4,10,1738
Imperial Struggle,Uncategorized,4.28248,484,240,484,Uncategorized,2020,Uncategorized,Uncategorized,2,2,12,1739
Virus!,Family,3.36805,2559,20,2559,Family,2015,Family,Family,2,6,8,1740
Kokoro: Avenue of the Kodama,Family,3.41199,1510,15,1510,Family,2017,Family,Family,1,8,14,1741
Pick Picknic,Family,3.287755,2503,20,2503,Family,2001,Family,Family,2,6,8,1742
Wiz-War,Thematic,3.438125,1599,60,1599,Thematic,1983,Thematic,Thematic,2,4,10,1743
1754: Conquest – The French and Indian War,Uncategorized,3.94569,598,120,598,Uncategorized,2017,Uncategorized,Uncategorized,2,4,10,1744
Valletta,Strategy,3.506265,1148,80,1148,Strategy,2017,Strategy,Strategy,2,4,10,1745
Krazy Wordz,Party,3.690675,833,45,833,Party,2016,Party,Party,3,7,16,1746
Sea of Clouds,Family,3.365965,1925,45,1925,Family,2016,Family,Family,2,4,10,1747
PÜNCT,Abstract,3.400255,1605,30,1605,Abstract,2005,Abstract,Abstract,2,2,10,1748
Power Grid: The Card Game,Uncategorized,3.407295,1526,60,1526,Uncategorized,2016,Uncategorized,Uncategorized,2,6,12,1749
Monster Lands,Strategy,3.66887,955,120,955,Strategy,2018,Strategy,Strategy,1,4,12,1750
Poseidon,Strategy,3.510075,1095,120,1095,Strategy,2010,Strategy,Strategy,2,5,12,1751
Legendary: Buffy The Vampire Slayer,Thematic,3.83718,726,60,726,Thematic,2017,Thematic,Thematic,1,5,14,1752
Piece o' Cake,Family,3.309855,2164,20,2164,Family,2008,Family,Family,2,5,8,1753
Nauticus,Strategy,3.48114,1205,90,1205,Strategy,2013,Strategy,Strategy,2,4,12,1754
Nanty Narking,Uncategorized,3.86913,672,60,672,Uncategorized,2019,Uncategorized,Uncategorized,2,4,14,1755
Adventure Games: The Dungeon,Thematic,3.59999,989,75,989,Thematic,2019,Thematic,Thematic,1,4,12,1756
SHŌBU,Abstract,3.871055,641,30,641,Abstract,2019,Abstract,Abstract,2,2,8,1757
Stop Thief!,Family,3.511215,1232,60,1232,Family,2017,Family,Family,1,4,10,1758
Scrabble,Family,3.139985,25460,90,25460,Family,1948,Family,Family,2,4,10,1759
Hera and Zeus,Strategy,3.24882,3235,30,3235,Strategy,2000,Strategy,Strategy,2,2,12,1760
The Great Battles of Alexander: Deluxe Edition,Uncategorized,3.856845,664,240,664,Uncategorized,1995,Uncategorized,Uncategorized,2,4,12,1761
Isle of Trains,Strategy,3.424785,1435,45,1435,Strategy,2014,Strategy,Strategy,2,4,13,1762
O Zoo le Mio,Family,3.31007,2121,60,2121,Family,2002,Family,Family,2,4,9,1763
